155	142384	64569
156	141683	64852
157	140772	65035
158	139870	65218
159	139435	65616
160	138564	65808
161	137632	65965
162	137551	66530
163	137192	66962
164	137102	67528
165	136722	67951
166	136142	68275
167	135714	68674
168	134992	68923
169	134648	69364
170	134222	69763
171	133797	70162
172	133686	70727
173	133336	71167
174	132908	71566
175	132480	71964
176	131811	72230
177	131401	72638
178	130976	73036
179	130552	73435
180	130421	74000
181	129994	74399
182	129583	74806
183	129228	75246
184	128802	75645
185	128390	76053
186	127978	76460
187	127553	76858
188	126923	77133
189	126499	77532
190	126103	77947
191	125602	78297
192	124810	78464
193	124391	78862
194	124038	79303
195	123619	79702
196	122932	79926
197	122516	80325
198	122125	80740
199	121721	81147
200	121355	81580
201	120769	81863
202	120148	82121
203	119663	82470
204	119310	82910
205	119135	83475
206	118768	83907
207	118412	84348
208	118228	84913
209	117536	85112
210	117349	85677
211	117227	86292
212	116798	86683
213	116602	87247
214	116017	87522
215	115337	87721
216	114662	87921
217	114259	88328
218	113878	88752
219	113475	89159
220	113082	89574
221	112679	89981
222	112276	90388
223	111873	90795
224	111389	91136
225	111228	91743
226	110654	92009
227	110260	92424
228	110044	92989
229	109824	93554
230	109418	93961
231	109012	94368
232	108786	94933
233	108558	95498
234	108027	95797
235	107442	96047
236	107035	96454
237	106629	96861
238	106213	97260
239	105977	97825
240	105408	98082
241	105001	98490
242	104621	98922
243	104196	99312
244	103945	99869
245	103546	100284
246	103290	100841
247	103075	101439
248	102832	102012
249	102411	102411
250	101991	102810
251	101579	103217
252	101053	103508
253	100634	103907
254	100223	104314
255	99820	104729
256	99417	105145
257	99006	105552
258	98418	105768
259	98017	106185
260	97607	106592
261	97062	106850
262	96646	107249
263	96379	107814
264	95778	108005
265	95370	108412
266	94955	108811
267	94561	109234
268	94060	109533
269	93497	109758
270	93084	110157
271	92873	110796
272	92466	111204
273	92086	111644
274	91807	112209
275	91338	112541
276	91070	113123
277	90681	113555
278	90271	113962
279	89750	114228
280	89465	114793
281	89062	115208
282	88474	115383
283	87870	115533
284	87476	115956
285	87212	116554
286	86952	117161
287	86659	117726
288	86365	118291
289	85851	118557
290	85441	118964
291	85144	119529
292	84727	119928
293	84182	120144
294	83900	120734
295	83592	121291
296	83084	121556
297	82673	121963
298	82363	122520
299	81835	122753
300	81545	123343
301	81134	123750
302	80582	123941
303	80070	124190
304	79788	124797
305	79378	125204
306	79066	125769
307	78650	126168
308	78239	126575
309	77685	126750
310	77164	126974
311	76850	127539
312	76316	127738
313	75903	128137
314	75587	128702
315	75148	129059
316	74653	129317
317	74250	129734
318	73841	130141
319	73339	130382
320	72927	130781
321	72419	131005
322	71889	131188
323	71483	131595
324	71073	131994
325	70672	132409
326	70267	132816
327	69944	133381
328	69447	133614
329	68951	133847
330	68550	134262
331	68150	134677
332	67757	135110
333	67278	135367
334	66951	135932
335	66445	136132
336	66045	136547
337	65645	136963
338	65315	137527
339	64910	137935
340	64509	138350
341	64081	138707
342	63748	139272
343	63346	139688
344	62859	139912
345	62458	140327
346	62060	140751
347	61742	141358
348	61268	141607
349	60931	142172
350	60528	142587
351	60192	143161
352	59755	143493
353	59307	143800
354	58966	144366
355	58566	144789
356	58086	145014
357	57681	145421
358	57275	145828
359	56869	146235
360	56466	146650
361	56063	147066
362	55658	147473
363	55255	147889
364	54852	148304
365	54449	148720
366	53974	148936
367	53527	149227
368	53092	149551
369	52690	149966
370	52289	150382
371	51884	150789
372	51417	151013
373	51010	151412
374	50609	151829
375	50205	152236
376	49804	152651
377	49402	153067
378	49001	153482
379	48599	153898
380	48148	154155
381	47747	154571
382	47272	154745
383	46869	155152
384	46468	155568
385	46111	156133
386	45754	156698
387	45309	156964
388	44905	157371
389	44457	157620
390	44135	158320
391	43790	158941
392	43348	159215
393	42897	159448
394	42548	160063
395	42193	160661
396	41762	160969
397	41302	161159
398	40900	161575
399	40537	162148
400	40173	162722
401	39806	163286
402	39436	163843
403	39065	164400
404	38699	164981
405	38334	165571
406	37964	166144
407	37555	166552
408	37149	166967
409	36738	167366
410	36370	167956
411	35966	168388
412	35513	168587
413	35106	169003
414	34661	169227
415	34253	169634
416	33802	169825
417	33394	170232
418	32987	170639
419	32551	170897
420	32106	171097
421	31701	171512
422	31296	171928
423	30918	172493
424	30539	173057
425	30155	173598
426	29783	174212
427	29401	174777
428	28979	175101
429	28550	175384
430	28173	175982
431	27747	176275
432	27369	176881
433	26989	177479
434	26567	177795
435	26183	178376
436	25803	178983
437	25416	179556
438	24990	179847
439	24609	180470
440	24193	180836
441	23807	181425
442	23386	181758
443	22976	182173
444	22553	182481
445	22165	183071
446	21776	183661
447	21385	184242
448	20995	184840
449	20584	185256
450	20188	185821
451	19764	186111
452	19371	186709
453	18942	186950
454	18515	187208
455	18104	187624
456	17691	188022
457	17278	188413
458	16858	188737
459	16431	188961
460	16007	189219
461	15596	189618
462	15186	190033
463	14776	190449
464	14365	190856
465	13953	191238
466	13531	191496
467	13121	191903
468	12713	192343
469	12313	192908
470	11910	193448
471	11509	194013
472	11107	194578
473	10704	195143
474	10302	195750
475	9886	196074
476	9468	196373
477	9051	196655
478	8646	197220
479	8233	197594
480	7815	197851
481	7404	198284
482	6990	198599
483	6573	198849
484	6158	199115
485	5747	199505
486	5333	199788
487	4922	200195
488	4507	200394
489	4097	200795
490	3688	201227
491	3275	201418
492	2863	201700
493	2454	202091
494	2044	202390
495	1634	202714
496	1224	202938
497	816	203329
498	408	203885
499	0	204102
